shop_id,chain_code,chain_name,shop_name,address,lat,lng,payment_tags,source_url
matsuya-2ac418763f9a,matsuya,松屋,松屋 ときわ台店,東京都板橋区常盤台1-2-5 町田ビル1F,35.759503,139.689947,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/360
matsuya-44c0b5fad336,matsuya,松屋,松屋 なんさん通り店,大阪府大阪市中央区難波千日前14-14,34.663213,135.503448,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/530
matsuya-8deb18ef9f41,matsuya,松屋,松屋 ひたちなか店,茨城県ひたちなか市市毛字原坪894-36,36.403008,140.508219,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/502
matsuya-07e7c10ce30b,matsuya,松屋,松屋 ひばりが丘店,東京都西東京市ひばりが丘北3-3-14,35.751954,139.545121,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/177
matsuya-b559a347d874,matsuya,松屋,松屋 ふじみ野店,埼玉県ふじみ野市ふじみ野1-9-21,35.858613,139.513484,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/32
matsuya-41ec7f647178,matsuya,松屋,松屋 ふじみ野駅前店,埼玉県富士見市ふじみ野西1-20-2 第7松本ビル1F,35.860661,139.522164,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/44
matsuya-f71e33034a09,matsuya,松屋,松屋 みずほ台店,埼玉県富士見市西みずほ台1-20-8,35.837372,139.550062,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/35
matsuya-ea43928c4cf5,matsuya,松屋,松屋 みよし店（松のや併設）,愛知県みよし市三好町上265,35.087938,137.065912,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/3180
matsuya-94fe627abf5e,matsuya,松屋,松屋 アクロスプラザ盛岡店（松のや併設）,岩手県盛岡市津志田南一-1-6 アクロスプラザ盛岡,39.659773,141.161077,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/2134
matsuya-c8dfda175ffd,matsuya,松屋,松屋 エイトタウン本宮店（松のや併設）,福島県本宮市荒井字久保田132-8-5,37.485904,140.379656,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/929
matsuya-c920ea1109c2,matsuya,松屋,松屋 エル枚方店（松のや併設）,大阪府枚方市岡東町19-20 エル枚方食遊館1F,34.815086,135.647559,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/2931
matsuya-558d986fd211,matsuya,松屋,松屋 サテライト安城店,愛知県安城市住吉町荒曽根30-8,34.980274,137.078562,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/1357
matsuya-019cec5a8664,matsuya,松屋,松屋 シティタワー品川店,東京都港区港南4-2-20 シティタワ-品川1階F区画,35.631303,139.748195,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/3225
matsuya-b98b3b610092,matsuya,松屋,松屋 フェニックスガーデンうきのじょう店（松のや併設）,宮崎県宮崎市柳丸町150,31.927748,131.436376,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/2377
matsuya-00665428273e,matsuya,松屋,松屋 フォーポイント フレックス by シェラトン 神戸三宮店,兵庫県神戸市中央区布引町2-1-9 フォ-ポイント フレックス by シェラトン 神戸三宮 1F,34.699149,135.194132,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/1217
matsuya-dbf92f5a9989,matsuya,松屋,松屋 一宮店（松のや併設）,愛知県一宮市赤見1-2-4,35.303568,136.821844,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/118
matsuya-fe49ab3a3842,matsuya,松屋,松屋 一関店（松のや併設）,岩手県一関市山目大槻109-6,38.936984,141.119814,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/2081
matsuya-82ec90fa2e64,matsuya,松屋,松屋 三ノ輪店,東京都台東区三ノ輪2-14-10,35.73031,139.792113,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/400
matsuya-ac692c1614e4,matsuya,松屋,松屋 三国店,大阪府大阪市淀川区三国本町3-30-13,34.737398,135.483841,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/587
matsuya-53b5d2010797,matsuya,松屋,松屋 三宿店,東京都世田谷区池尻3-30-10,35.647588,139.677986,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/214
matsuya-63fc71a2f582,matsuya,松屋,松屋 三島店（松のや併設）,静岡県三島市玉川243-1,35.109611,138.914635,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/504
matsuya-7ed0c4b7fbd6,matsuya,松屋,松屋 三木店,兵庫県三木市別所町小林734-76,34.782191,135.001296,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/715
matsuya-6cc0c394d0b3,matsuya,松屋,松屋 三条木屋町店,京都府京都市中京区三条通河原町東入中島町97,35.008776,135.770591,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/238
matsuya-96e0dcacd60e,matsuya,松屋,松屋 三河安城店（松のや併設）,愛知県安城市緑町2-9-2,34.972298,137.048167,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/100
matsuya-1348ea13e806,matsuya,松屋,松屋 三軒茶屋店,東京都世田谷区三軒茶屋1-32-15 ハイツ北岡1F,35.642381,139.670848,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/230
matsuya-80acfc9a6bc7,matsuya,松屋,松屋 三郷下彦川戸店（松のや併設）,埼玉県三郷市下彦川戸762-1,35.849018,139.863756,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/2903
matsuya-216538daf904,matsuya,松屋,松屋 三郷店,埼玉県三郷市三郷2-1-4 ふじプラザビル,35.844726,139.885134,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/61
matsuya-c528ffb4a9fa,matsuya,松屋,松屋 三郷戸ヶ崎店（松のや併設）,埼玉県三郷市戸ヶ崎3-586,35.799021,139.867297,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/2431
matsuya-8c189a7606a5,matsuya,松屋,松屋 三重川越町店（松のや・マイカリー食堂併設）,三重県三重郡川越町豊田491-7,35.015652,136.663177,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/2129
matsuya-c0e36a01ef7d,matsuya,松屋,松屋 三鷹南口店,東京都三鷹市下連雀3-34-22 ライオンズプラザ三鷹駅前,35.700889,139.560857,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/179
matsuya-9ed7ea0e1a26,matsuya,松屋,松屋 三鷹店,東京都武蔵野市中町1-14-5,35.703407,139.561271,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/563
matsuya-30b0a6094432,matsuya,松屋,松屋 上前津店,愛知県名古屋市中区大須4-11-9,35.158409,136.906633,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/117
matsuya-8db8c0e3fce1,matsuya,松屋,松屋 上大岡駅前店,神奈川県横浜市港南区上大岡西1-16-15,35.408599,139.595405,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/1957
matsuya-b9c09848c08a,matsuya,松屋,松屋 上尾東口店,埼玉県上尾市宮本町3-16 グロア-ル上尾,35.974347,139.589792,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/86
matsuya-08cfccc42ed9,matsuya,松屋,松屋 上尾緑丘店（松のや併設）,埼玉県上尾市緑丘3-3-7,35.986671,139.578866,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/56
matsuya-b45692636a6e,matsuya,松屋,松屋 上新庄店,大阪府大阪市東淀川区瑞光1-11-29 新高ビル1階,34.748418,135.533529,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/549
matsuya-19df5c535022,matsuya,松屋,松屋 上板橋店,東京都板橋区常盤台4-33-13 丸萩ビル1F,35.763932,139.676774,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/352
matsuya-d6ec59ba14c6,matsuya,松屋,松屋 上溝店（松のや併設）,神奈川県相模原市中央区上溝3-16-1,35.557651,139.355367,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/703
matsuya-7ead54b2034d,matsuya,松屋,松屋 上田秋和店,長野県上田市秋和492-5,36.411853,138.231651,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/774
matsuya-62b48367d299,matsuya,松屋,松屋 上石神井店,東京都練馬区上石神井2-25-5 栄ビル 1F,35.726839,139.591501,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/346
matsuya-65fe1bb530b8,matsuya,松屋,松屋 上福岡店,埼玉県ふじみ野市上福岡1-2-36,35.873613,139.512268,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/92
matsuya-b0489015377f,matsuya,松屋,松屋 上越藤野店（松のや併設）,新潟県上越市藤野新田1259,37.151771,138.250828,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/522
matsuya-0ed79a149014,matsuya,松屋,松屋 上越高田店（松のや併設）,新潟県上越市土橋2600,37.131248,138.244679,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/2443
matsuya-155f9604bbc7,matsuya,松屋,松屋 上野店,東京都台東区上野4-9-5 石井ビル1F.2F,35.710037,139.773889,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/266
matsuya-e3c86b406e5b,matsuya,松屋,松屋 上野浅草口店,東京都台東区上野7-2-1,35.712541,139.777373,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/496
matsuya-6f7ed3ea688a,matsuya,松屋,松屋 上飯田店,愛知県名古屋市北区上飯田通1-13,35.203401,136.929329,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/124
matsuya-d593710689f4,matsuya,松屋,松屋 上鶴間店（松のや併設）,神奈川県相模原市南区上鶴間本町5-1-2,35.538043,139.445071,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/394
matsuya-2ae6627fe6d1,matsuya,松屋,松屋 下北沢店,東京都世田谷区北沢2-19-13 松本ビル1F,35.660857,139.667491,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/158
matsuya-bde6748e7822,matsuya,松屋,松屋 下板橋店,東京都豊島区池袋本町3-25-13,35.745406,139.714362,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/852
matsuya-caf1014007e9,matsuya,松屋,松屋 下石神井店（マイカリー食堂併設）,東京都練馬区下石神井4-1-7 MSビル1F,35.727863,139.60737,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/612
matsuya-47f0f71b14c2,matsuya,松屋,松屋 下総中山店（松のや併設）,千葉県船橋市中山2-17-35下総中山メディカルブリッジ,35.714879,139.942632,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/2956
matsuya-ef52338a224e,matsuya,松屋,松屋 下赤塚店（マイカリー食堂併設）,東京都板橋区赤塚2-1-14 入山プラザ1階,35.770378,139.645365,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/3104
matsuya-e57cb1f6aa1d,matsuya,松屋,松屋 下高井戸店,東京都世田谷区赤堤4-48-10 雪華堂ビル1F,35.665786,139.639309,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/265
matsuya-047640435ab3,matsuya,松屋,松屋 不動前店,東京都品川区西五反田4-30-12 福井ビル,35.626198,139.712762,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/377
matsuya-6d0a938aae23,matsuya,松屋,松屋 与野店（松のや併設）,埼玉県さいたま市中央区上峰4-14-12,35.878366,139.618308,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/8
matsuya-4d1b90c9534e,matsuya,松屋,松屋 与野駅前店,埼玉県さいたま市浦和区上木崎1-4-2,35.885259,139.638918,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop?page=2&sort=Shop.id&direction=asc
matsuya-dc19517c2f1a,matsuya,松屋,松屋 両国店,東京都墨田区横網1-3-8,35.69577,139.793585,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/322
matsuya-e32fe2548422,matsuya,松屋,松屋 中の島店（松のや併設）,北海道札幌市豊平区中の島2条6-1-6,43.028753,141.359094,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/147
matsuya-f11952e1a6f7,matsuya,松屋,松屋 中山店,神奈川県横浜市緑区寺山町87-7,35.513933,139.539401,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/683
matsuya-d5abe62b244c,matsuya,松屋,松屋 中崎町店,大阪府大阪市北区中崎1-6-15 中崎1-クサカビル1F・2F,34.707313,135.506212,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop?page=94&sort=Shop.id&direction=asc
matsuya-99d628983813,matsuya,松屋,松屋 中延店,東京都品川区中延4-5-3 智勇第一ビル1F,35.606011,139.712689,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/359
matsuya-0357233e3742,matsuya,松屋,松屋 中村橋店,東京都練馬区貫井2-2-5 ムツワビル1.2F,35.737451,139.637984,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/257
matsuya-6da22f9b4afa,matsuya,松屋,松屋 中板橋店,東京都板橋区中板橋21-2 中板堂ビル,35.755783,139.696873,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/862
matsuya-951fb2a09200,matsuya,松屋,松屋 中河原店（松のや併設 弁当専門店）,東京都府中市住吉町2-2-2,35.659401,139.457552,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop?page=117&sort=Shop.id&direction=asc
matsuya-d13f09859030,matsuya,松屋,松屋 中津店（松のや併設）,大分県中津市大字上宮永399-2,33.588703,131.187018,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/2148
matsuya-ce4667375854,matsuya,松屋,松屋 中洲店,福岡県福岡市博多区中洲5-1-7 SPOONビル1階,33.593826,130.40522,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/521
matsuya-54054b5f8cbd,matsuya,松屋,松屋 中目黒店,東京都目黒区上目黒3-3-1 中津川ビル1・2F,35.644627,139.698423,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/345
matsuya-b796db89a610,matsuya,松屋,松屋 中目黒青葉台2丁目店,東京都目黒区青葉台2-21-9 柴弘ビル,35.648161,139.693732,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/1766
matsuya-4316087584f0,matsuya,松屋,松屋 中野南口店,東京都中野区中野2-29-8 NTビル1F,35.703803,139.665686,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/284
matsuya-ae3466f13ced,matsuya,松屋,松屋 中野坂上店,東京都中野区中央2-1-2 中野坂上吉田ビル1F,35.697279,139.682397,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/270
matsuya-910c04e03e0e,matsuya,松屋,松屋 中野富士見町店,東京都中野区弥生町5-27-7 プレミ-ル富士見1F,35.690814,139.667164,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/402
matsuya-b791b5064d1c,matsuya,松屋,松屋 中野島店（マイカリー食堂併設）,神奈川県川崎市多摩区中野島1-9-2 チャコBLDGII 101,35.629636,139.54915,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/1906
matsuya-68bdc2332ef1,matsuya,松屋,松屋 中野新橋店,東京都中野区弥生町2-23-3 松屋ビル1F,35.692644,139.674291,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/409
matsuya-792613c36861,matsuya,松屋,松屋 中野通り店,東京都中野区中野5-68-9 松鶴堂ビル,35.709468,139.665158,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/240
matsuya-6979ad68a8a9,matsuya,松屋,松屋 中野駅前店,東京都中野区中野5-65-5 豊島興業ビル1F,35.707347,139.665389,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/1186
matsuya-553da0d5bfda,matsuya,松屋,松屋 丸亀中府店（松のや・マイカリー食堂併設）,香川県丸亀市中府町1-6-22,34.279158,133.796769,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/2128
matsuya-93825f31eb05,matsuya,松屋,松屋 丸亀柞原店,香川県丸亀市柞原町409-1,34.268711,133.803127,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/811
matsuya-b4246094cc30,matsuya,松屋,松屋 久我山店,東京都杉並区久我山2-28-1 矢崎ビル1・2F,35.687636,139.599928,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/350
matsuya-bc032acdc8e0,matsuya,松屋,松屋 久留米国分バイパス店（松のや併設）,福岡県久留米市国分町936-6,33.291362,130.535935,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/2914
matsuya-7d02f340ff6e,matsuya,松屋,松屋 久留米通町店,福岡県久留米市通町1-16,33.31874,130.510379,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/697
matsuya-e2914531d282,matsuya,松屋,松屋 久米川店（マイカリー食堂併設）,東京都東村山市栄町1-5-2,35.749841,139.473242,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/865
matsuya-cd2b18274aa7,matsuya,松屋,松屋 九品仏店（松のや併設 弁当専門店）,東京都世田谷区奥沢6-25-8,35.604998,139.661596,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop?page=60&sort=Shop.id&direction=asc
matsuya-6b6c413403af,matsuya,松屋,松屋 九条店（松のや併設）,大阪府大阪市西区九条1-14-26,34.674994,135.474826,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/3351
matsuya-4f33ef261802,matsuya,松屋,松屋 亀岡店,京都府亀岡市下矢田町2-35-5,35.009185,135.576481,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/782
matsuya-2d77f80b8ac7,matsuya,松屋,松屋 亀島店（松のや併設）,愛知県名古屋市中村区則武本通1-36 マシュ-ビル 1F,35.176003,136.872619,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/95
matsuya-68d5ebe716ee,matsuya,松屋,松屋 亀戸南店,東京都江東区亀戸6-59-10 サンシャレ-ド亀戸1F,35.696869,139.826477,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/866
matsuya-156599a61c2c,matsuya,松屋,松屋 亀戸店,東京都江東区亀戸2-20-4,35.697673,139.825184,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/218
matsuya-afe0ad3875e1,matsuya,松屋,松屋 亀有南口店,東京都葛飾区亀有3-30-12,35.765568,139.849034,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/594
matsuya-741ace6d697e,matsuya,松屋,松屋 亀有店,東京都葛飾区亀有3-25-1,35.76702,139.84856,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/711
matsuya-9a79ba141389,matsuya,松屋,松屋 亀田インター店,新潟県新潟市中央区姥ケ山63-1,37.882796,139.074682,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/942
matsuya-6f8da2561d99,matsuya,松屋,松屋 二俣川店,神奈川県横浜市旭区二俣川1-45-18 東新ビル,35.465413,139.531651,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/882
matsuya-136e2a7f37c8,matsuya,松屋,松屋 二又瀬店,福岡県福岡市東区二又瀬15-10,33.607672,130.441696,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/489
matsuya-8b759a689164,matsuya,松屋,松屋 五井店,千葉県市原市五井中央西1-14-22 潤間五井ビル,35.513581,140.088121,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop?page=35&sort=Shop.id&direction=asc
matsuya-960cd8e86167,matsuya,松屋,松屋 五個荘店,滋賀県東近江市五個荘簗瀬町上川原5-2,35.161596,136.197545,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/943
matsuya-4bba55447b9d,matsuya,松屋,松屋 五反野店（マイカリー食堂併設）,東京都足立区足立4-29-8 重沢ビル1F,35.765054,139.808301,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/465
matsuya-2cf6874207ca,matsuya,松屋,松屋 井土ヶ谷店,神奈川県横浜市南区井土ヶ谷中町161,35.433878,139.601441,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/826
matsuya-ef58c9eca3df,matsuya,松屋,松屋 京急久里浜店,神奈川県横須賀市久里浜4-5-2 久里浜ロンタンビル,35.230391,139.70232,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/839
matsuya-e2da44781c28,matsuya,松屋,松屋 京成大久保店 (松のや併設),千葉県習志野市大久保1-21-12 ニュ-TKビル1F,35.686956,140.048313,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/272
matsuya-b1c11bb509b6,matsuya,松屋,松屋 京成小岩店（マイカリー食堂併設）,東京都江戸川区北小岩6-12-1 白坂ビル,35.742399,139.883943,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/620
matsuya-7dabeb52347f,matsuya,松屋,松屋 京成立石店,東京都葛飾区立石1-19-6 あづまやビル,35.738136,139.849179,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/719
matsuya-0176fc5b1111,matsuya,松屋,松屋 京成臼井店（松のや併設）,千葉県佐倉市王子台3-30-4 臼井VIM1F,35.729683,140.180933,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/2699
matsuya-1c7ba1e61802,matsuya,松屋,松屋 京成高砂店,東京都葛飾区高砂2-38-5,35.750452,139.867225,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/525
matsuya-3156e01f4ee2,matsuya,松屋,松屋 京橋片町店,大阪府大阪市都島区片町2-4-8 上室ビル,34.696768,135.532866,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop?page=54&sort=Shop.id&direction=asc
matsuya-99fba4621969,matsuya,松屋,松屋 京王つつじヶ丘店,東京都調布市東つつじヶ丘1-2-5,35.658479,139.575527,smart_code,https://bento.matsuyafoods.co.jp/matsuben-net/shop/transact/860
